actual_order,num_obser,auto_arima_true_count,auto_arima_false_count,least_p_true_count,least_p_false_count,refit_avg_rmse_least_p_model,avg_rmse_least_p_model_values,refit_avg_rmse_auto_arima,avg_rmse_auto_arima_model,refit_avg_insig_params_least_p_model,avg_insig_params_least_p_model,refit_avg_insig_params_auto_arima_model,avg_insig_params_auto_arima_model,avg_sw_p_value	,avg_lbq_p_value,avg_t_test_p_value,avg_validation_score
2 0 1,300,0,4,0,4,1.17857581169722,1.19815689768479,1.16331583143211,1.16677481148765,2.75,4,1.75,0.5
1 0 4,300,1,3,0,4,1.0567407307412,1.05625965964746,1.00249930267742,1.00362431359376,0.5,1.5,1.75,0.5
2 0 4,300,1,9,0,10,1.75736739670695,1.75881452279514,1.8264767010834,1.87735053844196,0.5,1.7,1.1,0.7
1 0 4,300,2,8,0,10,1.40878340186364,1.40643643293819,1.62945449377736,1.60000686668436,0.2,1.4,1.3,0.6
4 0 3,300,3,7,1,9,1.13314538551118,1.14467126101473,1.2436292425313,1.2553615356189,0.1,2,1,1.1
,300,0,2,0,2,1.16749213324588,1.2214661584464,1.19390009383066,1.19326464983356,0,2.5,1,0.5
,300,3,7,0,10,1.29568448571866,1.30815051160858,1.34211405230729,1.34462646552688,0.6,2.6,0.9,0.8
,300,2,8,1,9,1.05643109213976,1.06049369081755,1.12682487683317,1.16083013104277,0.1,2.4,1.3,0.7
,300,1,9,1,9,1.54458737335301,1.57520160046788,1.84298472094323,1.86298532408436,0.4,1.6,1.2,0.5
,300,1,9,0,10,1.15883075651008,1.16716370406714,1.18131897296729,1.18386277091095,0.2,2.3,1.2,0.9
,300,3,7,0,10,1.07527845691123,1.08049211744264,1.16613248311194,1.18070532116869,0,2.2,1.1,0.3
,300,4,6,0,10,1.13949611723133,1.13163691492695,1.17596408043107,1.1699924630539,0.6,2.7,1.3,0.4
,300,3,7,0,10,1.0953623797434,1.10548551659546,1.19202977621863,1.18566031902034,0.5,2.7,1.6,0.9
,300,2,8,0,10,1.22646913691104,1.24046178698414,1.54979022636784,1.57955502943797,0.3,2,1.4,0.8
,300,2,8,0,10,1.31455396011165,1.40308516474636,1.37726323668562,1.46360172244813,0.2,1.7,0.9,0.5
,300,4,6,0,10,1.23915932643865,1.2429408979476,1.32786540826217,1.3641413438425,0.5,2.4,1.5,0.6
204,300,2,8,1,9,1.29243781230589,1.36373650667585,1.23577918838307,1.27937050119453,0.5,2.7,1.6,0.8
,300,1,9,0,10,1.44535752153836,1.45465455351649,1.44070306431989,1.48438054177676,0.3,2.3,1.4,0.9
,300,4,6,0,10,1.40677596876364,1.43730889242827,1.44582393894721,1.45443397094532,0.3,2.1,1.4,0.4
,300,0,10,0,10,1.43450372315906,1.43554207999486,1.53541433819874,1.53065392381239,0.3,1.8,0.9,0.5
,300,1,1,0,2,1.15838988864185,1.18722637913889,1.2162472043499,1.21363435919293,0.5,3,1.5,0.5
,300,1,1,1,1,0.978661084286867,0.976378568146276,0.973341523984781,0.973764260191495,1.5,3.5,1,2
4 0 5,300,0,2,0,2,1.54776513260013,1.58956272328797,1.63074590634054,1.57462720927041,0.5,2,1,0.5
2 0 3,300,0,2,0,2,1.54776513260013,1.58956272328797,1.63074590634054,1.57462720927041,0.5,2,1,0.5
4 0 4,300,0,2,0,2,1.24271353841911,1.22768345926452,1.25527272137655,1.20188229934958,0,1,1,1.5
1 0 3,300,0,2,0,2,1.24271353841911,1.22768345926452,1.25527272137655,1.20188229934958,0,1,1,1.5
,300,0,2,0,2,1.05109640051932,1.07273284112021,1.1003315576176,1.10788704814902,0,1.5,0.5,1
0 0 4,300,1,1,0,2,1.05881257611539,1.05604995899841,1.05122841858514,1.0482512026123,0,2.5,1,0
0 0 0,300,1,1,0,2,1.05881257611539,1.05604995899841,1.05122841858514,1.0482512026123,0,2.5,1,0
,300,0,2,0,2,1.9123795404041,1.72620195374982,1.96503693596523,1.73270537030468,0,1.5,1.5,1
1 0 1,300,0,2,0,2,1.66679521611726,1.6551706333545,1.68738720981202,1.8944138968585,0,2,1.5,0
5 0 1,300,0,2,0,2,1.66679521611726,1.6551706333545,1.68738720981202,1.8944138968585,0,2,1.5,0
3 0 2,300,0,2,0,2,1.05680769734485,1.10071495472499,1.08826537138384,1.09254304725858,1,2.5,1,0.5
2 0 4,300,0,2,0,2,1.05680769734485,1.10071495472499,1.08826537138384,1.09254304725858,1,2.5,1,0.5
3 0 3,300,0,2,0,2,1.22469758674886,1.22491541538275,1.60894974968987,1.61250190243254,0,1,1,0
4 0 4,300,0,2,0,2,1.22469758674886,1.22491541538275,1.60894974968987,1.61250190243254,0,1,1,0
5 0 4,300,0,2,0,2,2.10086340484221,2.09593539868903,3.55601378244662,3.72429742648501,0.5,1,1,0
4 0 3,300,0,2,0,2,2.10086340484221,2.09593539868903,3.55601378244662,3.72429742648501,0.5,1,1,0
1 0 2,300,0,2,0,2,1.11094245452508,1.18813964524645,1.24891935245163,1.26028692121905,0.5,3.5,0.5,0
1 0 0,300,0,2,0,2,1.11094245452508,1.18813964524645,1.24891935245163,1.26028692121905,0.5,3.5,0.5,0
3 0 4,300,0,2,0,2,1.4701927091666,1.59501825717096,1.72395324581831,1.71374133254952,0.5,2.5,1,3
5 0 4,300,0,2,0,2,1.4701927091666,1.59501825717096,1.72395324581831,1.71374133254952,0.5,2.5,1,3
1 0 5,300,0,2,0,2,1.36646773125231,1.42054335954267,1.5512897924464,1.5307256409766,0,2,2,0
2 0 3,300,0,2,0,2,1.36646773125231,1.42054335954267,1.5512897924464,1.5307256409766,0,2,2,0
1 0 2,300,0,2,0,2,0.958570784435053,0.972166980763906,1.18612035984333,1.21425665356995,0.5,3,2,0
2 0 1,300,0,2,0,2,0.958570784435053,0.972166980763906,1.18612035984333,1.21425665356995,0.5,3,2,0
0 0 1,300,0,2,0,2,1.03720877594517,1.03510376823549,1.12058540778435,1.1342175964748,0,1.5,1,0
4 0 3,300,0,2,0,2,1.03720877594517,1.03510376823549,1.12058540778435,1.1342175964748,0,1.5,1,0
1 0 1,300,0,2,0,2,1.09308081529625,1.10053977368591,1.07927944065996,1.1713815624889,0,1,2,1
5 0 1,300,0,2,0,2,1.09308081529625,1.10053977368591,1.07927944065996,1.1713815624889,0,1,2,1
3 0 4,300,1,1,0,2,8.357048218982,8.32666787644196,8.37102678776899,8.38092325207922,0,2.5,1,0
0 0 5,300,1,1,0,2,8.357048218982,8.32666787644196,8.37102678776899,8.38092325207922,0,2.5,1,0
,300,0,2,0,2,0.796236662073131,0.799948731521695,0.799766083351225,0.802381290689693,0.5,4,3.5,0.5
3 0 2,300,1,2,0,3,1.14395493675644,1.14058536994578,1.15580446155121,1.14272969029064,0.666666666666667,4,1,0.333333333333333
4 0 0,300,1,2,0,3,1.14395493675644,1.14058536994578,1.15580446155121,1.14272969029064,0.666666666666667,4,1,0.333333333333333
0 0 0,300,1,2,0,3,1.14395493675644,1.14058536994578,1.15580446155121,1.14272969029064,0.666666666666667,4,1,0.333333333333333
0 0 5,300,0,3,0,3,1.57315561262826,1.55850271739562,2.10158246303766,2.02574287397647,0,1.33333333333333,1,0.333333333333333
3 0 4,300,0,3,0,3,1.57315561262826,1.55850271739562,2.10158246303766,2.02574287397647,0,1.33333333333333,1,0.333333333333333
5 0 4,300,0,3,0,3,1.57315561262826,1.55850271739562,2.10158246303766,2.02574287397647,0,1.33333333333333,1,0.333333333333333
,300,1,2,1,2,1.96053478636555,1.9551872779707,2.03426527565708,2.04311757903069,0.666666666666667,2,1.33333333333333,0.666666666666667
,300,1,2,1,2,1.08022301862092,1.09330961984352,1.11441390912211,1.11907657650161,0.333333333333333,1.66666666666667,1,1.33333333333333
,300,1,2,0,3,1.54139483675471,1.46906197420645,1.63619448959103,1.75932942254015,0.666666666666667,2.33333333333333,1.33333333333333,1.66666666666667
0 0 4,300,1,2,0,3,1.03243783203976,1.03105451481415,1.04512038068581,1.02958461108456,0.333333333333333,1.66666666666667,1.33333333333333,0.333333333333333
5 0 2,300,0,3,0,3,1.28509946875977,1.2902900853084,1.33947393584227,1.33724431305709,0.333333333333333,2,1,0.333333333333333
5 0 4,300,0,1,0,1,1.91032427846224,1.81223119163598,1.82779247834372,1.88268919564954,0,3,1,0
5 0 4,300,0,1,0,1,2.10637060245993,2.10486701048963,2.14020349049823,2.10711671503609,0,2,1,1
2 0 4,300,0,1,0,1,1.8350268817975,1.83475192192685,1.99905685439399,2.01863115220481,0,1,1,1
0 0 3,300,2,1,0,3,1.36311114243094,1.38472482800953,1.37203323805921,1.37622509922781,0.333333333333333,2.66666666666667,1,0
4 0 1,300,0,3,0,3,1.15868336178703,1.16882940136197,1.30334708197621,1.30797285278253,0.333333333333333,3,1.33333333333333,0.333333333333333
2 0 2,300,1,2,0,3,1.34774563308739,1.37068259781543,1.65117047849834,1.65259334645085,0.333333333333333,1.33333333333333,1.33333333333333,0.333333333333333
,300,1,2,0,3,1.29305722778037,1.34606457558109,1.30595145846266,1.41933559864844,0,1.66666666666667,0.666666666666667,0.333333333333333
4 0 3,300,0,3,0,3,1.19886641739519,1.20815208540925,1.19677736694416,1.17882250071432,0,3,1.33333333333333,0.666666666666667
5 0 5,300,0,3,0,3,1.81122769702202,1.93526373254169,1.98978065566094,2.02724558644152,0.666666666666667,2.33333333333333,1,0.666666666666667
3 0 2,300,0,3,0,3,1.54557608516161,1.59454335953597,1.75558837231355,1.71619163656201,0.666666666666667,1.66666666666667,1.33333333333333,0.666666666666667
2 0 4,300,1,2,0,3,1.26026150755115,1.2828096993589,1.26768539000503,1.27940418444414,0.333333333333333,2.33333333333333,2,0.666666666666667
0 0 1,300,0,3,0,3,1.18759880184017,1.17747630314699,1.49815245855857,1.51350666515983,0,2.33333333333333,1.33333333333333,0.666666666666667,0.237401725672543,0.269769727424201,0.853887423837302,0
5 0 0,300,1,2,1,2,1.39537664449599,1.33506897277867,1.52685364291439,1.52466370998849,0.333333333333333,1.33333333333333,1,0.666666666666667,0.376389534237783,0.834434765144338,0.52906769072879,1
2 0 1,300,1,2,0,3,1.36232191994698,1.32796941799762,1.36477921019418,1.3671703984083,0.333333333333333,2,1,0.666666666666667,0.598797486673478,0.859120175341969,0.745328382997585,1
0 0 3,300,1,2,0,3,1.40520717597588,1.40216653742887,1.50094323531144,1.48638640648519,1,2.66666666666667,1,0.666666666666667
3 0 3,300,2,1,0,3,1.14070765188384,1.132449912126,1.19075617758098,1.18490701548191,0,3.33333333333333,1,0.333333333333333
4 0 2,300,0,3,0,3,1.18882285529955,1.23966630071688,1.23876781113771,1.21325151997477,0,2,1.33333333333333,0.666666666666667,0.795269469060492,0.628222734395772,0.800485123076937,1
1 0 2,300,0,3,0,3,0.979990071702607,0.9600927146472,1.032972562808,1.02419671432746,0.333333333333333,3,1.33333333333333,0.333333333333333,0.542711831089194,0.600469660410801,0.43037038487754,1
5 0 5,300,2,9,0,11,1.31814090933458,1.36247698389627,1.4221587622505,1.40644431500179,0.181818181818182,2.36363636363636,1.18181818181818,0.454545454545455,0.579525000924404,0.517279568292948,0.643936244973396,0.727272727272727
